OverallQual_GrLivArea,Overall Qual_p3,Overall Qual_p2,Overall Qual,Gr Liv Area,Gr Liv Area_p2,Yr Sold,SalePrice
6800,125,25,5,1360,1849600,2008,111000
16752,216,36,6,2792,7795264,2008,256000
3360,125,25,5,672,451584,2008,64000
8736,216,36,6,1456,2119936,2008,139500
6376,64,16,4,1594,2540836,2008,118000
14574,343,49,7,2082,4334724,2008,200000
6624,64,16,4,1656,2742336,2008,119164
8700,125,25,5,1740,3027600,2008,122250
7189,343,49,7,1027,1054729,2008,120000
8616,216,36,6,1436,2062096,2008,155000
4495,125,25,5,899,808201,2008,78000
5400,125,25,5,1080,1166400,2008,95000
3945,125,25,5,789,622521,2008,115000
5610,125,25,5,1122,1258884,2008,147000
7495,125,25,5,1499,2247001,2008,140000
814,8,4,2,407,165649,2008,46500
4640,125,25,5,928,861184,2008,112500
3604,64,16,4,901,811801,2008,107900
4764,27,9,3,1588,2521744,2008,65000
24451,343,49,7,3493,12201049,2008,295000
8135,125,25,5,1627,2647129,2008,139500
7080,125,25,5,1416,2005056,2008,153900
10150,343,49,7,1450,2102500,2008,132000
6720,125,25,5,1344,1806336,2008,98000
5085,125,25,5,1017,1034289,2008,114000
11750,125,25,5,2350,5522500,2008,130000
12348,216,36,6,2058,4235364,2008,129500
7700,125,25,5,1540,2371600,2008,129400
9646,343,49,7,1378,1898884,2008,161000
11472,216,36,6,1912,3655744,2008,163000
8904,216,36,6,1484,2202256,2008,128000
18864,512,64,8,2358,5560164,2008,122000
7777,343,49,7,1111,1234321,2008,116900
27750,1000,100,10,2775,7700625,2008,325000
2172,8,4,2,1086,1179396,2008,55000
17465,343,49,7,2495,6225025,2008,184000
4920,125,25,5,984,968256,2008,110000
8975,125,25,5,1795,3222025,2008,131500
4410,125,25,5,882,777924,2008,97000
4372,64,16,4,1093,1194649,2008,115500
5715,125,25,5,1143,1306449,2008,138000
11676,343,49,7,1668,2782224,2008,108000
4675,125,25,5,935,874225,2008,79500
8690,125,25,5,1738,3020644,2008,153000
3920,125,25,5,784,614656,2008,109500
6050,125,25,5,1210,1464100,2008,124000
7740,216,36,6,1290,1664100,2008,106900
10032,216,36,6,1672,2795584,2008,164900
4745,125,25,5,949,900601,2008,119000
6948,216,36,6,1158,1340964,2008,120000
8982,216,36,6,1497,2241009,2008,157000
8052,216,36,6,1342,1800964,2008,105000
6078,216,36,6,1013,1026169,2008,113000
6080,125,25,5,1216,1478656,2008,115000
4544,64,16,4,1136,1290496,2008,123000
4040,125,25,5,808,652864,2008,81300
7865,125,25,5,1573,2474329,2008,162900
14063,343,49,7,2009,4036081,2008,150000
9510,125,25,5,1902,3617604,2008,123500
12418,343,49,7,1774,3147076,2008,129900
8172,216,36,6,1362,1855044,2008,128000
2080,64,16,4,520,270400,2008,68500
6425,125,25,5,1285,1651225,2008,127000
11088,216,36,6,1848,3415104,2008,207000
12740,343,49,7,1820,3312400,2008,184000
10296,216,36,6,1716,2944656,2008,162500
7525,125,25,5,1505,2265025,2008,145000
5028,216,36,6,838,702244,2008,130000
11904,216,36,6,1984,3936256,2008,160000
13328,512,64,8,1666,2775556,2008,161000
9654,216,36,6,1609,2588881,2008,127500
4608,216,36,6,768,589824,2008,93850
9216,216,36,6,1536,2359296,2008,136000
11814,216,36,6,1969,3876961,2008,141000
6540,125,25,5,1308,1710864,2008,120000
6240,216,36,6,1040,1081600,2008,127500
7416,216,36,6,1236,1527696,2008,127000
8436,216,36,6,1406,1976836,2008,89500
4125,125,25,5,825,680625,2008,125000
7188,216,36,6,1198,1435204,2008,79900
3795,125,25,5,759,576081,2008,85000
4032,27,9,3,1344,1806336,2008,82375
8814,216,36,6,1469,2157961,2008,135000
5270,125,25,5,1054,1110916,2008,124000
6055,125,25,5,1211,1466521,2008,134000
6355,125,25,5,1271,1615441,2008,135000
6352,64,16,4,1588,2521744,2008,134432
6775,125,25,5,1355,1836025,2008,127500
5375,125,25,5,1075,1155625,2008,148000
5200,125,25,5,1040,1081600,2008,129500
6576,216,36,6,1096,1201216,2008,157500
4520,125,25,5,904,817216,2008,109900
4960,125,25,5,992,984064,2008,145000
4470,125,25,5,894,799236,2008,130000
6204,216,36,6,1034,1069156,2008,153000
5365,125,25,5,1073,1151329,2008,120000
5630,125,25,5,1126,1267876,2008,152000
5032,64,16,4,1258,1582564,2008,108959
5700,125,25,5,1140,1299600,2008,95541
5030,125,25,5,1006,1012036,2008,80000
6140,125,25,5,1228,1507984,2008,149350
4800,125,25,5,960,921600,2008,144900
7128,216,36,6,1188,1411344,2008,185000
6915,125,25,5,1383,1912689,2008,165000
7512,216,36,6,1252,1567504,2008,235000
8005,125,25,5,1601,2563201,2008,140000
3360,125,25,5,672,451584,2008,108000
8605,125,25,5,1721,2961841,2008,145000
6750,125,25,5,1350,1822500,2008,152400
4520,125,25,5,904,817216,2008,144000
7746,216,36,6,1291,1666681,2008,173000
14154,343,49,7,2022,4088484,2008,192000
10668,343,49,7,1524,2322576,2008,245000
9541,343,49,7,1363,1857769,2008,241500
6652,64,16,4,1663,2765569,2008,256000
8142,216,36,6,1357,1841449,2008,177000
7553,343,49,7,1079,1164241,2008,125600
6564,216,36,6,1094,1196836,2008,155000
14148,216,36,6,2358,5560164,2008,240000
7590,125,25,5,1518,2304324,2008,260000
10044,216,36,6,1674,2802276,2008,185000
12648,216,36,6,2108,4443664,2008,235000
7545,125,25,5,1509,2277081,2008,159900
4320,125,25,5,864,746496,2008,99600
7614,216,36,6,1269,1610361,2008,134500
6835,125,25,5,1367,1868689,2008,119000
6735,125,25,5,1347,1814409,2008,107500
5820,125,25,5,1164,1354896,2008,125000
6576,216,36,6,1096,1201216,2008,79000
5555,125,25,5,1111,1234321,2008,95000
16303,343,49,7,2329,5424241,2008,262280
16884,216,36,6,2814,7918596,2008,260000
11382,343,49,7,1626,2643876,2008,226500
15400,343,49,7,2200,4840000,2008,225000
14259,343,49,7,2037,4149369,2008,229000
9492,343,49,7,1356,1838736,2008,177439
12920,512,64,8,1615,2608225,2008,248500
20484,729,81,9,2276,5180176,2008,475000
15894,729,81,9,1766,3118756,2008,395039
14679,343,49,7,2097,4397409,2008,228000
12088,512,64,8,1511,2283121,2008,225000
9858,216,36,6,1643,2699449,2008,195000
10128,216,36,6,1688,2849344,2008,200000
4950,125,25,5,990,980100,2008,155000
5495,125,25,5,1099,1207801,2008,144000
4950,125,25,5,990,980100,2008,145000
9926,343,49,7,1418,2010724,2008,226001
10626,216,36,6,1771,3136441,2008,215700
11564,343,49,7,1652,2729104,2008,207500
12530,343,49,7,1790,3204100,2008,193000
12068,343,49,7,1724,2972176,2008,188000
10353,343,49,7,1479,2187441,2008,191000
10458,343,49,7,1494,2232036,2008,221000
12544,343,49,7,1792,3211264,2008,231500
12761,343,49,7,1823,3323329,2008,235000
12502,343,49,7,1786,3189796,2008,223500
4690,125,25,5,938,879844,2008,130250
4925,125,25,5,985,970225,2008,149900
5870,125,25,5,1174,1378276,2008,158000
6156,216,36,6,1026,1052676,2008,147000
5380,125,25,5,1076,1157776,2008,143195
7790,125,25,5,1558,2427364,2008,163000
4620,125,25,5,924,853776,2008,110000
4320,125,25,5,864,746496,2008,127000
3900,125,25,5,780,608400,2008,124900
14360,512,64,8,1795,3222025,2008,230000
13055,343,49,7,1865,3478225,2008,235000
15127,343,49,7,2161,4669921,2008,230500
14816,512,64,8,1852,3429904,2008,230000
14217,343,49,7,2031,4124961,2008,222500
18104,512,64,8,2263,5121169,2008,287000
17523,729,81,9,1947,3790809,2008,274000
14288,512,64,8,1786,3189796,2008,300000
18320,512,64,8,2290,5244100,2008,255900
12376,343,49,7,1768,3125824,2008,224900
16289,343,49,7,2327,5414929,2008,240000
11480,343,49,7,1640,2689600,2008,183000
14112,512,64,8,1764,3111696,2008,207000
13356,343,49,7,1908,3640464,2008,210000
5088,216,36,6,848,719104,2008,136500
5088,216,36,6,848,719104,2008,145000
8958,216,36,6,1493,2229049,2008,208900
11028,216,36,6,1838,3378244,2008,185000
10752,343,49,7,1536,2359296,2008,214000
11970,343,49,7,1710,2924100,2008,208500
10115,343,49,7,1445,2088025,2008,186500
10052,343,49,7,1436,2062096,2008,210000
11074,343,49,7,1582,2502724,2008,185900
9872,512,64,8,1234,1522756,2008,179900
10948,343,49,7,1564,2446096,2008,218836
9527,343,49,7,1361,1852321,2008,193000
10192,343,49,7,1456,2119936,2008,189000
5088,216,36,6,848,719104,2008,149300
5088,216,36,6,848,719104,2008,141000
5088,216,36,6,848,719104,2008,149000
5088,216,36,6,848,719104,2008,144500
3980,125,25,5,796,633616,2008,85000
11000,125,25,5,2200,4840000,2008,145900
5460,125,25,5,1092,1192464,2008,123000
6280,125,25,5,1256,1577536,2008,147500
5165,125,25,5,1033,1067089,2008,165000
6762,216,36,6,1127,1270129,2008,135000
4980,125,25,5,996,992016,2008,108000
4724,64,16,4,1181,1394761,2008,137500
11592,343,49,7,1656,2742336,2008,165400
6702,216,36,6,1117,1247689,2008,147000
8388,216,36,6,1398,1954404,2008,160500
4528,64,16,4,1132,1281424,2008,176000
6432,216,36,6,1072,1149184,2008,148000
4608,64,16,4,1152,1327104,2008,82000
4608,64,16,4,1152,1327104,2008,82000
5760,64,16,4,1440,2073600,2008,118000
4608,64,16,4,1152,1327104,2008,82500
3136,64,16,4,784,614656,2008,91900
5265,125,25,5,1053,1108809,2008,120000
5685,125,25,5,1137,1292769,2008,96000
3720,64,16,4,930,864900,2008,99000
6000,125,25,5,1200,1440000,2008,130500
5880,64,16,4,1470,2160900,2008,135000
6965,125,25,5,1393,1940449,2008,135500
4816,64,16,4,1204,1449616,2008,100000
5168,64,16,4,1292,1669264,2008,108000
4320,125,25,5,864,746496,2008,98000
2592,27,9,3,864,746496,2008,67000
8580,125,25,5,1716,2944656,2008,135900
8892,216,36,6,1482,2196324,2008,140000
10960,125,25,5,2192,4804864,2008,179500
10164,216,36,6,1694,2869636,2008,136500
9968,343,49,7,1424,2027776,2008,168000
9820,125,25,5,1964,3857296,2008,130000
13005,125,25,5,2601,6765201,2008,189000
11520,216,36,6,1920,3686400,2008,161900
7896,216,36,6,1316,1731856,2008,145000
15330,216,36,6,2555,6528025,2008,191000
10080,216,36,6,1680,2822400,2008,177000
7584,216,36,6,1264,1597696,2008,147500
4740,216,36,6,790,624100,2008,91000
12096,512,64,8,1512,2286144,2008,231000
9834,216,36,6,1639,2686321,2008,115000
9618,216,36,6,1603,2569609,2008,138000
10514,343,49,7,1502,2256004,2008,149000
9960,216,36,6,1660,2755600,2008,188700
9690,125,25,5,1938,3755844,2008,198000
6870,125,25,5,1374,1887876,2008,110000
6546,216,36,6,1091,1190281,2008,104000
14984,512,64,8,1873,3508129,2008,257076
27576,512,64,8,3447,11881809,2008,381000
13678,343,49,7,1954,3818116,2008,311500
15127,343,49,7,2161,4669921,2008,263400
9490,125,25,5,1898,3602404,2008,236500
9840,216,36,6,1640,2689600,2008,224000
6192,216,36,6,1032,1065024,2008,116500
9336,216,36,6,1556,2421136,2008,151000
5514,216,36,6,919,844561,2008,126000
6540,216,36,6,1090,1188100,2008,120000
3184,64,16,4,796,633616,2008,55000
4896,216,36,6,816,665856,2008,120500
3890,125,25,5,778,605284,2008,120500
6000,125,25,5,1200,1440000,2008,119000
8280,125,25,5,1656,2742336,2008,126000
4560,125,25,5,912,831744,2008,99500
9775,125,25,5,1955,3822025,2008,165500
733,1,1,1,733,537289,2008,13100
5444,64,16,4,1361,1852321,2008,89000
5268,64,16,4,1317,1734489,2008,40000
4196,64,16,4,1049,1100401,2008,80900
2682,27,9,3,894,799236,2008,81000
3456,64,16,4,864,746496,2008,65000
13216,512,64,8,1652,2729104,2008,392500
13184,512,64,8,1648,2715904,2008,294464
11522,343,49,7,1646,2709316,2008,250000
13168,512,64,8,1646,2709316,2008,275000
14224,343,49,7,2032,4129024,2008,300000
13512,512,64,8,1689,2852721,2008,271000
12740,343,49,7,1820,3312400,2008,213000
6708,216,36,6,1118,1249924,2008,171000
7674,216,36,6,1279,1635841,2008,171500
9360,125,25,5,1872,3504384,2008,100000
6756,64,16,4,1689,2852721,2008,228500
8930,125,25,5,1786,3189796,2008,228950
10507,343,49,7,1501,2253001,2008,241500
23184,512,64,8,2898,8398404,2008,287000
12296,512,64,8,1537,2362369,2008,294000
13168,512,64,8,1646,2709316,2008,293077
14240,512,64,8,1780,3168400,2008,264966
7210,125,25,5,1442,2079364,2008,172500
11284,343,49,7,1612,2598544,2008,218689
8970,216,36,6,1495,2235025,2008,150000
9906,216,36,6,1651,2725801,2008,184000
7536,216,36,6,1256,1577536,2008,180000
9054,216,36,6,1509,2277081,2008,175000
11520,512,64,8,1440,2073600,2008,232500
10050,216,36,6,1675,2805625,2008,195000
18096,512,64,8,2262,5116644,2008,305000
13824,512,64,8,1728,2985984,2008,298751
15712,512,64,8,1964,3857296,2008,370000
9408,343,49,7,1344,1806336,2008,209200
9408,343,49,7,1344,1806336,2008,206300
5460,125,25,5,1092,1192464,2008,146000
7134,216,36,6,1189,1413721,2008,160500
4800,64,16,4,1200,1440000,2008,173000
5200,125,25,5,1040,1081600,2008,124000
6520,125,25,5,1304,1700416,2008,115000
7375,125,25,5,1475,2175625,2008,129500
3952,64,16,4,988,976144,2008,105000
3952,64,16,4,988,976144,2008,94900
5800,125,25,5,1160,1345600,2008,152500
6552,216,36,6,1092,1192464,2008,98000
2520,64,16,4,630,396900,2008,81000
4940,125,25,5,988,976144,2008,113000
4080,125,25,5,816,665856,2008,128500
4615,125,25,5,923,851929,2008,119500
4080,125,25,5,816,665856,2008,130500
4080,125,25,5,816,665856,2008,138000
4225,125,25,5,845,714025,2008,134500
10500,216,36,6,1750,3062500,2008,160000
4445,125,25,5,889,790321,2008,137500
9840,125,25,5,1968,3873024,2008,172000
9180,125,25,5,1836,3370896,2008,103000
9522,216,36,6,1587,2518569,2007,167300
8939,343,49,7,1277,1630729,2007,167000
15561,343,49,7,2223,4941729,2007,244000
17736,512,64,8,2217,4915089,2007,268000
12131,343,49,7,1733,3003289,2007,225000
9432,216,36,6,1572,2471184,2007,168000
8820,216,36,6,1470,2160900,2007,177000
9600,216,36,6,1600,2560000,2007,169000
8304,216,36,6,1384,1915456,2007,161500
13216,512,64,8,1652,2729104,2007,251000
10164,216,36,6,1694,2869636,2007,160000
10284,216,36,6,1714,2937796,2007,180000
10871,343,49,7,1553,2411809,2007,178750
8771,343,49,7,1253,1570009,2007,176000
13794,216,36,6,2299,5285401,2007,204000
8309,343,49,7,1187,1408969,2007,160000
10304,343,49,7,1472,2166784,2007,160000
10374,343,49,7,1482,2196324,2007,163900
9852,216,36,6,1642,2696164,2007,168000
6768,216,36,6,1128,1272384,2007,154204
8704,512,64,8,1088,1183744,2007,170000
14630,343,49,7,2090,4368100,2007,207500
9432,512,64,8,1179,1390041,2007,182000
10568,512,64,8,1321,1745041,2007,212000
17298,729,81,9,1922,3694084,2007,377426
20328,512,64,8,2541,6456681,2007,349265
21042,729,81,9,2338,5466244,2007,591587
7120,125,25,5,1424,2027776,2007,155000
14508,729,81,9,1612,2598544,2007,319900
11352,512,64,8,1419,2013561,2007,392000
17872,512,64,8,2234,4990756,2007,441929
20420,1000,100,10,2042,4169764,2007,455000
8640,216,36,6,1440,2073600,2007,182900
7704,216,36,6,1284,1648656,2007,174000
11208,216,36,6,1868,3489424,2007,178000
10353,343,49,7,1479,2187441,2007,176000
11648,343,49,7,1664,2768896,2007,213000
13510,343,49,7,1930,3724900,2007,192000
13783,343,49,7,1969,3876961,2007,190000
12180,216,36,6,2030,4120900,2007,195000
6192,216,36,6,1032,1065024,2007,148000
7062,216,36,6,1177,1385329,2007,151500
12075,343,49,7,1725,2975625,2007,197000
8118,216,36,6,1353,1830609,2007,192350
8100,125,25,5,1620,2624400,2007,152000
7320,216,36,6,1220,1488400,2007,170000
7420,125,25,5,1484,2202256,2007,175000
10458,216,36,6,1743,3038049,2007,175000
13545,343,49,7,1935,3744225,2007,197900
9268,343,49,7,1324,1752976,2007,174000
11262,216,36,6,1877,3523129,2007,178900
5545,125,25,5,1109,1229881,2007,139000
5886,216,36,6,981,962361,2007,143250
10353,343,49,7,1479,2187441,2007,184000
7110,125,25,5,1422,2022084,2007,155000
4570,125,25,5,914,835396,2007,133000
4750,125,25,5,950,902500,2007,119500
3488,64,16,4,872,760384,2007,123000
3432,64,16,4,858,736164,2007,110000
3656,64,16,4,914,835396,2007,128000
3456,64,16,4,864,746496,2007,120500
5369,343,49,7,767,588289,2007,133000
8022,216,36,6,1337,1787569,2007,155000
8022,216,36,6,1337,1787569,2007,177000
6552,216,36,6,1092,1192464,2007,113500
7308,216,36,6,1218,1483524,2007,113000
7308,216,36,6,1218,1483524,2007,113700
6510,125,25,5,1302,1695204,2007,106000
6825,125,25,5,1365,1863225,2007,122500
5748,216,36,6,958,917764,2007,128000
9288,216,36,6,1548,2396304,2007,155000
7385,343,49,7,1055,1113025,2007,142500
4940,125,25,5,988,976144,2007,129250
16344,729,81,9,1816,3297856,2007,356000
16452,729,81,9,1828,3341584,2007,314813
13552,512,64,8,1694,2869636,2007,318000
13552,512,64,8,1694,2869636,2007,322400
13872,512,64,8,1734,3006756,2007,318000
16976,512,64,8,2122,4502884,2007,345474
19089,729,81,9,2121,4498641,2007,415298
23904,729,81,9,2656,7054336,2007,492000
20400,512,64,8,2550,6502500,2007,338931
20460,1000,100,10,2046,4186116,2007,450000
15204,343,49,7,2172,4717584,2007,280000
22968,729,81,9,2552,6512704,2007,479069
15784,512,64,8,1973,3892729,2007,395000
23787,729,81,9,2643,6985449,2007,380000
13072,512,64,8,1634,2669956,2007,250000
15808,512,64,8,1976,3904576,2007,440000
24822,729,81,9,2758,7606564,2007,418000
22900,1000,100,10,2290,5244100,2007,500067
17216,512,64,8,2152,4631104,2007,260116
19784,512,64,8,2473,6115729,2007,317000
16800,512,64,8,2100,4410000,2007,319500
17288,512,64,8,2161,4669921,2007,325624
16218,729,81,9,1802,3247204,2007,372000
23648,512,64,8,2956,8737936,2007,342000
19744,512,64,8,2468,6091024,2007,354000
19080,512,64,8,2385,5688225,2007,350000
18992,512,64,8,2374,5635876,2007,285000
14544,512,64,8,1818,3305124,2007,281500
11298,343,49,7,1614,2604996,2007,245700
13768,512,64,8,1721,2961841,2007,232698
14624,512,64,8,1828,3341584,2007,250000
8172,216,36,6,1362,1855044,2007,194700
7812,216,36,6,1302,1695204,2007,204000
7812,216,36,6,1302,1695204,2007,200000
8172,216,36,6,1362,1855044,2007,207000
12432,512,64,8,1554,2414916,2007,209500
12432,512,64,8,1554,2414916,2007,209500
10960,512,64,8,1370,1876900,2007,202500
14193,729,81,9,1577,2486929,2007,280000
14049,729,81,9,1561,2436721,2007,277500
16821,729,81,9,1869,3493161,2007,318061
10592,512,64,8,1324,1752976,2007,221370
9835,343,49,7,1405,1974025,2007,200000
9216,216,36,6,1536,2359296,2007,176000
8904,216,36,6,1484,2202256,2007,178900
10206,343,49,7,1458,2125764,2007,168165
8970,216,36,6,1495,2235025,2007,171925
10476,216,36,6,1746,3048516,2007,198444
7956,216,36,6,1326,1758276,2007,203000
10192,343,49,7,1456,2119936,2007,179540
9114,343,49,7,1302,1695204,2007,176485
9380,343,49,7,1340,1795600,2007,181134
8472,216,36,6,1412,1993744,2007,156932
9024,216,36,6,1504,2262016,2007,166000
10192,343,49,7,1456,2119936,2007,177594
8806,343,49,7,1258,1582564,2007,173500
8806,343,49,7,1258,1582564,2007,172500
9814,343,49,7,1402,1965604,2007,194201
12712,512,64,8,1589,2524921,2007,226500
8862,343,49,7,1266,1602756,2007,185485
10710,343,49,7,1530,2340900,2007,259000
7833,343,49,7,1119,1252161,2007,188500
9618,343,49,7,1374,1887876,2007,175000
13713,343,49,7,1959,3837681,2007,215000
10675,343,49,7,1525,2325625,2007,206580
12040,343,49,7,1720,2958400,2007,183500
13636,343,49,7,1948,3794704,2007,211000
10140,216,36,6,1690,2856100,2007,181000
13965,343,49,7,1995,3980025,2007,219500
9882,216,36,6,1647,2712609,2007,175000
10010,343,49,7,1430,2044900,2007,170000
9240,343,49,7,1320,1742400,2007,162000
10140,216,36,6,1690,2856100,2007,187000
9864,216,36,6,1644,2702736,2007,185000
44760,1000,100,10,4476,20034576,2007,745000
20408,512,64,8,2551,6507601,2007,384500
18280,512,64,8,2285,5221225,2007,248000
26330,1000,100,10,2633,6932689,2007,466500
27702,729,81,9,3078,9474084,2007,410000
20656,512,64,8,2582,6666724,2007,322500
16695,343,49,7,2385,5688225,2007,252000
43160,1000,100,10,4316,18627856,2007,755000
14091,343,49,7,2013,4052169,2007,269790
16786,343,49,7,2398,5750404,2007,315750
17640,343,49,7,2520,6350400,2007,290000
20248,512,64,8,2531,6405961,2007,290000
25824,512,64,8,3228,10419984,2007,430000
17616,512,64,8,2202,4848804,2007,263000
20304,512,64,8,2538,6441444,2007,330000
9583,343,49,7,1369,1874161,2007,213133
12336,512,64,8,1542,2377764,2007,260261
17145,729,81,9,1905,3629025,2007,320000
11712,512,64,8,1464,2143296,2007,282922
12272,512,64,8,1534,2353156,2007,215000
19660,1000,100,10,1966,3865156,2007,419005
13088,512,64,8,1636,2676496,2007,255000
14360,512,64,8,1795,3222025,2007,147000
12082,343,49,7,1726,2979076,2007,311872
11823,343,49,7,1689,2852721,2007,248328
12704,512,64,8,1588,2521744,2007,227000
12304,512,64,8,1538,2365444,2007,260000
11968,512,64,8,1496,2238016,2007,225000
10542,343,49,7,1506,2268036,2007,249000
13552,512,64,8,1694,2869636,2007,307000
13839,343,49,7,1977,3908529,2007,250000
14640,512,64,8,1830,3348900,2007,221300
10704,512,64,8,1338,1790244,2007,208900
9345,343,49,7,1335,1782225,2007,210400
14336,512,64,8,1792,3211264,2007,255000
7940,125,25,5,1588,2521744,2007,212109
15672,512,64,8,1959,3837681,2007,270000
20880,512,64,8,2610,6812100,2007,303477
13248,512,64,8,1656,2742336,2007,249700
12327,343,49,7,1761,3101121,2007,227875
12672,512,64,8,1584,2509056,2007,261329
13480,512,64,8,1685,2839225,2007,253000
14658,216,36,6,2443,5968249,2007,265000
19728,512,64,8,2466,6081156,2007,340000
6600,216,36,6,1100,1210000,2007,146000
8001,343,49,7,1143,1306449,2007,147000
5470,125,25,5,1094,1196836,2007,149000
10402,343,49,7,1486,2208196,2007,181000
10326,216,36,6,1721,2961841,2007,201000
10920,216,36,6,1820,3312400,2007,191750
9443,343,49,7,1349,1819801,2007,179000
10458,343,49,7,1494,2232036,2007,215000
9450,216,36,6,1575,2480625,2007,179200
7596,216,36,6,1266,1602756,2007,128000
4420,125,25,5,884,781456,2007,144000
10100,125,25,5,2020,4080400,2007,144000
4470,125,25,5,894,799236,2007,120750
4850,125,25,5,970,940900,2007,132500
5285,125,25,5,1057,1117249,2007,132000
4995,125,25,5,999,998001,2007,132500
4480,64,16,4,1120,1254400,2007,129000
8480,125,25,5,1696,2876416,2007,143900
5200,125,25,5,1040,1081600,2007,145000
4940,125,25,5,988,976144,2007,128500
4510,125,25,5,902,813604,2007,125500
17521,343,49,7,2503,6265009,2007,300000
15169,343,49,7,2167,4695889,2007,294000
5185,125,25,5,1037,1075369,2007,129000
8505,125,25,5,1701,2893401,2007,171000
6330,216,36,6,1055,1113025,2007,147000
22480,512,64,8,2810,7896100,2007,302000
22976,512,64,8,2872,8248384,2007,285000
11024,512,64,8,1378,1898884,2007,214000
9208,512,64,8,1151,1324801,2007,166000
12520,512,64,8,1565,2449225,2007,193800
9464,343,49,7,1352,1827904,2007,208900
9464,343,49,7,1352,1827904,2007,194000
8750,343,49,7,1250,1562500,2007,164700
9006,216,36,6,1501,2253001,2007,176500
8748,216,36,6,1458,2125764,2007,176000
9072,216,36,6,1512,2286144,2007,168500
9438,216,36,6,1573,2474329,2007,177000
9150,216,36,6,1525,2325625,2007,177000
7714,343,49,7,1102,1214404,2007,148800
11528,512,64,8,1441,2076481,2007,174000
13650,343,49,7,1950,3802500,2007,239000
9506,343,49,7,1358,1844164,2007,204000
16384,512,64,8,2048,4194304,2007,301000
18896,512,64,8,2362,5579044,2007,312500
11952,512,64,8,1494,2232036,2007,279700
16534,343,49,7,2362,5579044,2007,255000
7160,125,25,5,1432,2050624,2007,194000
7185,125,25,5,1437,2064969,2007,218000
10360,512,64,8,1295,1677025,2007,213750
11130,216,36,6,1855,3441025,2007,187000
7572,216,36,6,1262,1592644,2007,181500
19976,512,64,8,2497,6235009,2007,373000
13100,125,25,5,2620,6864400,2007,190000
13503,343,49,7,1929,3721041,2007,226000
6912,216,36,6,1152,1327104,2007,143450
14466,216,36,6,2411,5812921,2007,240050
6492,216,36,6,1082,1170724,2007,162500
7770,216,36,6,1295,1677025,2007,164000
11270,343,49,7,1610,2592100,2007,185000
11158,343,49,7,1594,2540836,2007,188500
14525,343,49,7,2075,4305625,2007,255000
8400,125,25,5,1680,2822400,2007,136905
6558,216,36,6,1093,1194649,2007,158500
8694,343,49,7,1242,1542564,2007,175500
6312,216,36,6,1052,1106704,2007,127000
5535,125,25,5,1107,1225449,2007,127000
6070,125,25,5,1214,1473796,2007,143000
5365,125,25,5,1073,1151329,2007,156000
6720,125,25,5,1344,1806336,2007,144000
8640,125,25,5,1728,2985984,2007,119000
4896,64,16,4,1224,1498176,2007,103000
7110,125,25,5,1422,2022084,2007,139900
5748,216,36,6,958,917764,2007,151500
5325,125,25,5,1065,1134225,2007,126500
6828,216,36,6,1138,1295044,2007,145000
4560,125,25,5,912,831744,2007,120000
5370,125,25,5,1074,1153476,2007,124000
4410,125,25,5,882,777924,2007,106500
5935,125,25,5,1187,1408969,2007,140500
4820,125,25,5,964,929296,2007,137500
4470,125,25,5,894,799236,2007,117600
8400,343,49,7,1200,1440000,2007,163500
6252,216,36,6,1042,1085764,2007,161000
7812,216,36,6,1302,1695204,2007,158000
12924,216,36,6,2154,4639716,2007,224500
8244,216,36,6,1374,1887876,2007,147000
9912,216,36,6,1652,2729104,2007,200000
8574,216,36,6,1429,2042041,2007,181900
6635,125,25,5,1327,1760929,2007,150750
4896,64,16,4,1224,1498176,2007,101800
5592,216,36,6,932,868624,2007,124000
4540,125,25,5,908,824464,2007,138500
334,1,1,1,334,111556,2007,39300
1998,27,9,3,666,443556,2007,64500
2010,27,9,3,670,448900,2007,64000
4040,125,25,5,808,652864,2007,112000
11862,216,36,6,1977,3908529,2007,165000
5750,125,25,5,1150,1322500,2007,144000
9600,125,25,5,1920,3686400,2007,137000
6880,125,25,5,1376,1893376,2007,105000
8220,125,25,5,1644,2702736,2007,146500
7800,125,25,5,1560,2433600,2007,126000
6400,125,25,5,1280,1638400,2007,175000
7524,216,36,6,1254,1572516,2007,158500
4560,125,25,5,912,831744,2007,114500
7620,125,25,5,1524,2322576,2007,144000
14280,216,36,6,2380,5664400,2007,129000
5616,216,36,6,936,876096,2007,141000
5040,125,25,5,1008,1016064,2007,131000
5265,125,25,5,1053,1108809,2007,142100
5280,125,25,5,1056,1115136,2007,139000
8652,216,36,6,1442,2079364,2007,157900
5280,125,25,5,1056,1115136,2007,139400
7464,216,36,6,1244,1547536,2007,150000
5720,125,25,5,1144,1308736,2007,120000
10326,216,36,6,1721,2961841,2007,174850
4610,125,25,5,922,850084,2007,116000
5240,125,25,5,1048,1098304,2007,135000
9942,216,36,6,1657,2745649,2007,163500
7055,125,25,5,1411,1990921,2007,130000
6080,125,25,5,1216,1478656,2007,129500
5770,125,25,5,1154,1331716,2007,142000
7800,125,25,5,1560,2433600,2007,128600
5688,216,36,6,948,898704,2007,125000
6240,216,36,6,1040,1081600,2007,136000
5040,125,25,5,1008,1016064,2007,134500
4625,125,25,5,925,855625,2007,127000
6800,125,25,5,1360,1849600,2007,130000
6160,64,16,4,1540,2371600,2007,115000
4625,125,25,5,925,855625,2007,116900
